slack,micro_loss,macro_loss,setup
0.0,0.8812566834952354,0.6651561704279862,odds macro
0.001,0.48263498546295636,0.6168009278328654,odds macro
0.002,0.4778329125096521,0.6155976294133215,odds macro
0.003,0.47325768852316785,0.6146433369702666,odds macro
0.004,0.46937701053643677,0.6138178138988228,odds macro
0.005,0.46685861637708526,0.6130279797172326,odds macro
0.006,0.4657127559171824,0.6123908380069654,odds macro
0.007,0.46515605449793807,0.611819241341764,odds macro
0.008,0.4645993866303023,0.6112476448553869,odds macro
0.009000000000000001,0.464042712741378,0.6106760483551241,odds macro
0.01,0.4634860331956868,0.6101044516220246,odds macro
0.011,0.46292935206988206,0.6095328552604269,odds macro
0.012,0.46193533061620273,0.6089636441834105,odds macro
0.013000000000000001,0.458382545477778,0.6084083943539539,odds macro
0.014,0.45482934006606546,0.6078531430001524,odds macro
0.015,0.4512763860267941,0.6072978935931588,odds macro
0.016,0.45977755664280984,0.6067703977441457,odds macro
0.017,0.4762417713643873,0.6062573837309515,odds macro
0.018000000000000002,0.48018213369291085,0.6059398717964872,odds macro
0.019,0.4776447935054279,0.6057272961244735,odds macro
0.02,0.4734029406823219,0.6055479118187521,odds macro
0.021,0.46916108787746946,0.6053685275145051,odds macro
0.022,0.4649192350700212,0.6051891432100092,odds macro
0.023,0.460696062031816,0.6050156538022027,odds macro
0.024,0.4565207422518994,0.6048572659830789,odds macro
0.025,0.45234542337022654,0.6046988781971963,odds macro
0.026000000000000002,0.4481701049204758,0.6045404903474283,odds macro
0.027,0.44433388466874535,0.6044027375439042,odds macro
0.028,0.440874119735184,0.604287893340212,odds macro
0.029,0.437414355523733,0.6041730487984407,odds macro
0.03,0.4339545932008225,0.6040582042498637,odds macro
0.031,0.43049483022720936,0.6039433597183299,odds macro
0.032,0.4270350666059006,0.6038285152486738,odds macro
0.033,0.42357530315033043,0.6037136707908446,odds macro
0.034,0.42011553934364565,0.6035988261774523,odds macro
0.035,0.4166557757749728,0.6034839817067355,odds macro
0.036000000000000004,0.4157535840986305,0.6034130191268994,odds macro
0.037,0.4159206920930868,0.603360403351885,odds macro
0.038,0.4160877975206603,0.6033077873992398,odds macro
0.039,0.4162549030928514,0.6032551714578713,odds macro
0.04,0.4164220085905639,0.6032025555184324,odds macro
0.041,0.416589114028334,0.6031499395801382,odds macro
0.042,0.4167562194361546,0.6030973236431454,odds macro
0.043000000000000003,0.41692332483245786,0.603044707707457,odds macro
0.044,0.41709043021618486,0.6029920917722392,odds macro
0.045,0.4172575355637482,0.6029394758349362,odds macro
0.046,0.4174246408463467,0.6028868598903363,odds macro
0.047,0.4175917461111278,0.6028342440122697,odds macro
0.048,0.4177588497590333,0.6027816277099964,odds macro
0.049,0.41792595523091736,0.6027290117586075,odds macro
0.05,0.4180930607088813,0.6026763958078754,odds macro
0.051000000000000004,0.4182601661830577,0.6026237798569404,odds macro
0.052000000000000005,0.4184272717201084,0.6025711639125257,odds macro
0.053,0.4185943773910733,0.6025185479841884,odds macro
0.054,0.41876148327208407,0.6024659320381995,odds macro
0.055,0.41901159417187983,0.6024183671796687,odds macro
0.056,0.4193466353516243,0.6023759704557767,odds macro
0.057,0.41968166339878565,0.6023335730980468,odds macro
0.058,0.4200166979112614,0.6022911760449257,odds macro
0.059000000000000004,0.420351732489186,0.6022487789999655,odds macro
0.06,0.42068676707659014,0.6022063819559306,odds macro
0.061,0.4210051839978659,0.602165773582029,odds macro
0.062,0.4212551603710807,0.602132531935805,odds macro
0.063,0.421505136692529,0.6020992902935469,odds macro
0.064,0.4217551130164767,0.6020660486518586,odds macro
0.065,0.4220050893394821,0.6020328070105074,odds macro
0.066,0.4222550656625623,0.6019995653691673,odds macro
0.067,0.4225050419933506,0.6019663237284338,odds macro
0.068,0.42275501831097506,0.6019330820865592,odds macro
0.069,0.42309163944169725,0.6019141369420582,odds macro
0.07,0.4234325423014641,0.6018958986266758,odds macro
0.07100000000000001,0.42377344617896817,0.6018776603178163,odds macro
0.07200000000000001,0.424114350068032,0.6018594220091654,odds macro
0.073,0.42445526961188906,0.6018411841903912,odds macro
0.074,0.42479617980078843,0.6018229455770456,odds macro
0.075,0.42513706279076313,0.6018047071306218,odds macro
0.076,0.42547796702929597,0.6017864688146142,odds macro
0.077,0.425818871286341,0.6017682305537448,odds macro
0.078,0.426159774447755,0.6017499922324034,odds macro
0.079,0.42650067733909347,0.6017317538662139,odds macro
0.08,0.42684158122466376,0.6017135155563351,odds macro
0.081,0.4271824851109354,0.601695277247156,odds macro
0.082,0.4275233889981135,0.6016770389379713,odds macro
0.083,0.4278642928899593,0.6016588006277542,odds macro
0.084,0.42820519678256563,0.6016405623177201,odds macro
0.085,0.4285461006758705,0.6016223240078662,odds macro
0.08600000000000001,0.42888700456981566,0.6016040856981852,odds macro
0.08700000000000001,0.429227908464336,0.6015858473886704,odds macro
0.088,0.4295688123593647,0.6015676090793095,odds macro
0.089,0.42990971625485086,0.601549370770092,odds macro
0.09,0.43025062015056426,0.6015311324610387,odds macro
0.091,0.430591524046243,0.6015128941521735,odds macro
0.092,0.43093242794226216,0.6014946558433822,odds macro
0.093,0.4312733318385551,0.6014764175346627,odds macro
0.094,0.43161423573505997,0.6014581792260076,odds macro
0.095,0.4319551396317317,0.6014399409174129,odds macro
0.096,0.4322960435285341,0.6014217026088696,odds macro
0.097,0.4326369474241015,0.6014034643003852,odds macro
0.098,0.43297785131856126,0.6013852259919167,odds macro
0.099,0.4333187552131822,0.6013669876834664,odds macro
0.1,0.43365965910814563,0.6013487493751029,odds macro
0.101,0.4340005630032243,0.6013305110667442,odds macro
0.10200000000000001,0.4343414668984138,0.6013122727583902,odds macro
0.10300000000000001,0.43468237079370586,0.6012940344500419,odds macro
0.10400000000000001,0.4350232746890915,0.6012757961416985,odds macro
0.105,0.4353641785845639,0.6012575578333594,odds macro
0.106,0.4357050824801091,0.6012393195250244,odds macro
0.107,0.4360459863757249,0.6012210812166954,odds macro
0.108,0.4363868902714605,0.6012028429083924,odds macro
0.109,0.4367277941672444,0.6011846046000942,odds macro
0.11,0.43706869806306603,0.6011663662917968,odds macro
0.111,0.4374096019589221,0.6011481279835023,odds macro
0.112,0.4377505058547957,0.6011298896752093,odds macro
0.113,0.43809140975068517,0.6011116513669172,odds macro
0.114,0.4384323136465832,0.6010934130586262,odds macro
0.115,0.438773217542484,0.6010751747503353,odds macro
0.116,0.43911412143837925,0.6010569364420422,odds macro
0.117,0.4394550253342674,0.6010386981337492,odds macro
0.11800000000000001,0.43979592923009403,0.6010204598254398,odds macro
0.11900000000000001,0.440136833125892,0.6010022215171289,odds macro
0.12,0.4404777370226266,0.6009839832088241,odds macro
0.121,0.440818640933928,0.6009657449006107,odds macro
0.122,0.4411595448367085,0.600947506592325,odds macro
0.123,0.4415004487391393,0.6009292682840399,odds macro
0.124,0.4418413526410634,0.6009110299757532,odds macro
0.125,0.44218225654236254,0.6008927916674647,odds macro
0.126,0.44252316044293183,0.6008745533591726,odds macro
0.127,0.4428640643426973,0.6008563150508782,odds macro
0.128,0.4432049682416038,0.60083807674258,odds macro
0.129,0.4435458721396178,0.600819838434278,odds macro
0.13,0.4438867760367329,0.6008016001259708,odds macro
0.131,0.4442276799329664,0.6007833618176597,odds macro
