slack,micro_loss,macro_loss,max_acc_diff,max_mean_tpr_diff,max_mean_j_diff,adj,setup
0.0,0.09184506904072398,0.10832049725691795,0.011969921964670172,7.798576599308641e-13,7.4495964952348e-13,1,odds macro
0.001,0.09056008846637698,0.10732864567015366,0.012746657829790897,0.00033333333497572354,0.0009752069584264186,1,odds macro
0.002,0.09017824369640048,0.10688115117635244,0.01327112904510086,0.0006666666326033225,0.001781612291276528,1,odds macro
0.003,0.0897963994967117,0.10643365656698445,0.013795599893681731,0.0010000000033826284,0.002588022584461299,1,odds macro
0.004,0.08941455488369288,0.10598616199393751,0.014320071000926693,0.0013333333365139015,0.0033944296812571384,1,odds macro
0.005,0.08904598672061015,0.10554980066941766,0.014790124966857165,0.0016343867141869934,0.004146150670967463,1,odds macro
0.006,0.0888045911808979,0.10522008387153026,0.01473892208663452,0.001626232741739786,0.004374027160085244,1,odds macro
0.007,0.08856319564113746,0.10489036705764476,0.014687719154800272,0.001618078743972018,0.0046019039888408235,1,odds macro
0.008,0.08832180008127755,0.10456064986065039,0.014636517034957164,0.001609925180727445,0.0048297790722898375,1,odds macro
0.009000000000000001,0.08808040455410893,0.10423093342817935,0.014585313372921571,0.0016017707937782122,0.005057657241189191,1,odds macro
0.01,0.08783900901040964,0.10390121661289597,0.014534110484319518,0.001593616820009099,0.005285533865111436,1,odds macro
0.011,0.08759761346682104,0.10357149979776914,0.014482907594687733,0.0015854628457717308,0.005513410487755888,1,odds macro
0.012,0.08735621792218717,0.10324178298224462,0.014431704706251214,0.0015773088718354182,0.0057412871054441554,1,odds macro
0.013000000000000001,0.08711482236899448,0.10291206616668591,0.014380501821702696,0.0015691548962748492,0.005969163641099007,1,odds macro
0.014,0.08687207274032938,0.10258258429055112,0.014329782005219505,0.0015606126973449024,0.006185902573343134,1,odds macro
0.015,0.08662637687031627,0.10225361396788346,0.014280109652899498,0.0015512235536034868,0.006378426858474784,1,odds macro
0.016,0.08637087048577041,0.10192634628886488,0.014233931774297881,0.0015390183207030599,0.006490285635784169,1,odds macro
0.017,0.08611404525410493,0.10159930759390712,0.014188223642578324,0.0015264344684820335,0.006591300728457927,1,odds macro
0.018000000000000002,0.08585722051480615,0.1012722688268125,0.014142515305318959,0.0015138507392024418,0.006692319884083438,1,odds macro
0.019,0.08560039573547829,0.1009452300536684,0.014096806967867193,0.0015012669943726593,0.006793338747693722,1,odds macro
0.02,0.08534357089279965,0.10061819128592342,0.014051098644398574,0.0014886832279010405,0.006894357118345518,1,odds macro
0.021,0.08508674566470531,0.10029115251970044,0.014005390754087355,0.001476099553843202,0.006995370708530106,1,odds macro
0.022,0.0848268974248082,0.09996463858038263,0.01396075889258841,0.0014626476123216585,0.007071532187258238,1,odds macro
0.023,0.08456158824475835,0.09963907242275571,0.013918071847869085,0.0014476279123065334,0.0071027936908686735,1,odds macro
0.024,0.08429627905328185,0.09931350626562008,0.013875384913235367,0.0014326082726533833,0.007134054565404539,1,odds macro
0.025,0.0840309698616244,0.09898794010844725,0.013832697978875763,0.0014175886330922705,0.0071653154374073935,1,odds macro
0.026000000000000002,0.08376566067001878,0.09866237395129385,0.01379001104461175,0.0014025689936095025,0.007196576309668634,1,odds macro
0.027,0.08350035147852464,0.09833680779418952,0.013747324110332193,0.0013875493541388357,0.007227837182597489,1,odds macro
0.028,0.0832350422871646,0.0980112416371286,0.013704637176044976,0.0013725297147148725,0.007259098056433766,1,odds macro
0.029,0.08296973156122445,0.09768567472568057,0.013661951778847992,0.0013575105999926358,0.007290341024348779,1,odds macro
0.03,0.08270442389923027,0.09736010931997596,0.013619263363539469,0.001342490467551564,0.007321619506549452,1,odds macro
0.031,0.08243911470959331,0.09703454316157123,0.01357657649268229,0.0013274708671279962,0.0073528800701725405,1,odds macro
0.032,0.08217380551275111,0.09670897700512615,0.013533889440846991,0.0013124511555760998,0.007384141488092115,1,odds macro
0.033,0.08190849631930175,0.09638341084566804,0.013491202507980415,0.0012974315170108202,0.00741540234284462,1,odds macro
0.034,0.08164318714125907,0.09605784468186762,0.013448515613670553,0.001282411910218088,0.007446663088441774,1,odds macro
0.035,0.08137787984289924,0.09573227853452515,0.013405833612459173,0.0012673960602171592,0.007477909492966302,1,odds macro
0.036000000000000004,0.08112407492608775,0.09540714323507815,0.013391433785448159,0.001274228320513715,0.007431363152700395,1,odds macro
0.037,0.08087054921270509,0.09508201832850205,0.013377720754146782,0.0012815911101385173,0.007382926768851957,1,odds macro
0.038,0.08061702349787447,0.09475689341997562,0.013364007721557991,0.0012889538994441674,0.007334490390050519,1,odds macro
0.039,0.08036349778486662,0.09443176851066004,0.013350294695677944,0.001296316694138322,0.007286053989677299,1,odds macro
0.04,0.08010997207609671,0.09410664360096266,0.013336581682145021,0.0013036794983796913,0.0072376175510015335,1,odds macro
0.041,0.07985644637144396,0.09378151869117923,0.013322868679747746,0.0013110423112070075,0.007189181079417868,1,odds macro
0.042,0.07960292066967933,0.09345639378141224,0.01330915568526203,0.001318405130053583,0.007140744583756205,1,odds macro
0.043000000000000003,0.07934941091399295,0.09313126846156639,0.013295489865549848,0.0013258034584567868,0.007092154757160444,1,odds macro
0.044,0.07909587459130984,0.09280614380556107,0.013281745574245662,0.0013331427083758118,0.007043819656023113,1,odds macro
0.045,0.07884234509820998,0.09248101900444483,0.013268021277537678,0.0013404970280499102,0.0069954201120705495,1,odds macro
0.046,0.07858884427639357,0.09215589386129242,0.01325437106216587,0.0013479085264979467,0.006946806576270337,1,odds macro
