n,n_params,old_acc,new_acc,rel_acc_diff,old_mean_tpr,new_mean_tpr,rel_mean_tpr_diff,cp,mean_cp,cp,mean_cp,dataset,type
22406.0,18.0,0.8811479068106759,0.8766657805274498,-0.005086690042139676,0.3624441693846127,0.33881253711159937,-0.06520075164441758,0.25658599776246827,0.11151320089597988,1.1657341758564144e-15,2.896988204881268e-16,bar,pop
1885.0,18.0,0.7389920424403184,0.7073032914200371,-0.0428810449915507,0.6703172762173703,0.6306816359198016,-0.0591296714314664,0.1325,0.0691989973024745,1.1102230246251565e-16,2.544261098099317e-17,cannabis,pop
1490.0,50.0,0.7825503355704698,0.7290755609013404,-0.0683339744914261,0.7823791674621361,0.7270089788931104,-0.07077155281196228,0.11401277192253778,0.045611147824512074,3.552713678800501e-15,2.5403290582204363e-16,obesity,pop
5875.0,18.0,0.9266382978723404,0.9067516855604675,-0.021461030002250834,0.9182370382799201,0.8910245208175214,-0.02963561294954334,0.10057485657482568,0.03770035649006622,1.5838025335668249e-15,1.9351804109785715e-16,parkinsons,pop
22406.0,18.0,0.8811479068106759,0.8265196822279747,-0.06199665704300275,0.3624441693846127,0.3327091192266966,-0.08204036005987544,0.25658599776246827,0.11151320089597988,0.017049924898075997,0.006001725237889808,bar,cv
1885.0,18.0,0.7389920424403184,0.6058355437665782,-0.18018664752333102,0.6703172762173703,0.5246343690358929,-0.21733425700076298,0.1325,0.0691989973024745,0.33210296260320543,0.15508523558317427,cannabis,cv
1490.0,50.0,0.7825503355704698,0.412751677852349,-0.4725557461406518,0.7823791674621361,0.42398558977603473,-0.45808169822395756,0.11401277192253778,0.045611147824512074,0.13793103448275862,0.06604730651401156,obesity,cv
5875.0,18.0,0.9266382978723404,0.817872340425532,-0.1173769287288757,0.9182370382799201,0.7822560678225096,-0.14808918044967534,0.10057485657482568,0.03770035649006622,0.13409391534391535,0.05007416276587518,parkinsons,cv
