dataset&old_acc&new_acc&rel_acc_diff&old_mean_tpr&new_mean_tpr&mean_tpr_diff&rel_mean_tpr_diff&max_tpr_diff&rel_max_tpr_diff
cannabis&0.739&0.7086&-0.0411&0.6687&0.632&-0.0367&-0.0549&-0.1548&-0.3574
obesity&0.7913&0.7375&-0.068&0.7904&0.7356&-0.0548&-0.0694&-0.1203&-0.1627
bar passage&0.6568&0.6632&0.0098&0.4124&0.4026&-0.0098&-0.0237&0.3105&0.7577
parkinsons&0.9249&0.9045&-0.0221&0.9156&0.8886&-0.027&-0.0295&-0.0955&-0.0987
compas&0.2808&0.5294&0.8855&0.3416&0.37&0.0284&0.0831&-0.6462&-1.0
