old_acc,new_acc,acc_diff,old_mean_tpr,new_mean_tpr,mean_tpr_diff,rel_mean_tpr_diff,max_tpr_diff,rel_max_tpr_diff,dataset
0.2807631160572337,0.5293758856703416,0.8854894229141838,0.3416102319063172,0.3699973732638597,0.0283871413575425,0.08309804187986781,-0.6461538461538462,-1.0,compas
