goal,loss,status,trivial,old_acc,new_acc,acc_diff,rel_acc_diff,old_mean_tpr,new_mean_tpr,mean_tpr_diff,rel_mean_tpr_diff,max_tpr_diff,rel_max_tpr_diff,mean_mean_j_diff,max_mean_j_diff,max_j_diff,group_balance,class_balance,pred_bias,n_groups
odds,micro,0,0,0.871,0.75822577,-0.129476728,-0.14865296,0.851469626,0.75457982,-0.096889806,-0.113791265,-0.240430622,-0.246022032,-0.148214699,-0.23507947,-0.289223222,one_slight_minority,one_rare,low_one,3
odds,micro,0,0,0.858,0.65898987,-0.231946538,-0.27033396,0.826296227,0.654938451,-0.171357776,-0.207380562,-0.34569378,-0.35373317,-0.262551987,-0.384541523,-0.438685275,one_slight_minority,one_rare,medium_one,3
odds,micro,0,0,0.821,0.501999996,-0.388550553,-0.473264985,0.762227139,0.333333342,-0.428893798,-0.562685026,-0.977272697,-0.999999969,-0.648876674,-0.866949187,-0.92109294,one_slight_minority,one_rare,high_one,3
odds,micro,0,0,0.83,0.756743176,-0.088261234,-0.106338836,0.820752501,0.751666498,-0.069086003,-0.084173978,-0.193653389,-0.20782315,-0.104137246,-0.180771819,-0.217134717,one_slight_minority,one_rare,low_two,3
odds,micro,0,0,0.772,0.658547103,-0.146959711,-0.19036232,0.762311409,0.652681958,-0.109629452,-0.143811899,-0.251945083,-0.278687857,-0.168605396,-0.329248629,-0.365611527,one_slight_minority,one_rare,medium_two,3
odds,micro,0,0,0.659,0.501999996,-0.238239764,-0.361517092,0.636483487,0.333333342,-0.303150146,-0.476289098,-0.883040881,-0.999999938,-0.456815267,-0.808271554,-0.844634452,one_slight_minority,one_rare,high_two,3
odds,micro,0,0,0.863,0.810999997,-0.060254929,-0.069820311,0.829497923,0.333333333,-0.49616459,-0.598150491,-0.977272723,-0.999999996,-0.753425586,-0.833173914,-0.923901941,one_slight_minority,two_rare,low_one,3
odds,micro,0,0,0.852,0.811,-0.048122066,-0.056481298,0.81177792,0.333333333,-0.478444587,-0.589378665,-0.977272727,-1,-0.729006065,-0.833173913,-0.923901941,one_slight_minority,two_rare,medium_one,3
odds,micro,0,0,0.815,0.811,-0.004907975,-0.006022056,0.752821627,0.333333333,-0.419488294,-0.557221364,-0.977272727,-1,-0.636958963,-0.833173913,-0.923901941,one_slight_minority,two_rare,high_one,3
odds,micro,0,0,0.83,0.810999998,-0.022891568,-0.027580203,0.796746286,0.333333333,-0.463412952,-0.58163177,-0.933333333,-0.999999999,-0.707183593,-0.817377348,-0.871361503,one_slight_minority,two_rare,low_two,3
odds,micro,0,0,0.772,0.810999999,0.050518134,0.065437997,0.747734954,0.333333334,-0.41440162,-0.554209239,-0.933333332,-0.999999999,-0.634714906,-0.817377347,-0.871361502,one_slight_minority,two_rare,medium_two,3
odds,micro,0,0,0.66,0.811,0.228787878,0.346648301,0.61927971,0.333333333,-0.285946377,-0.461740264,-0.933333333,-1,-0.43799201,-0.817377348,-0.871361502,one_slight_minority,two_rare,high_two,3
odds,micro,0,0,0.884,0.774513207,-0.123853838,-0.140106152,0.860690756,0.774625858,-0.086064898,-0.099995146,-0.144561918,-0.158714833,-0.128794224,-0.181089186,-0.197694702,one_strong_minority,balanced,low_one,3
odds,micro,0,0,0.876,0.658275209,-0.248544282,-0.283726349,0.832666672,0.658584488,-0.174082184,-0.209065872,-0.291944751,-0.328951832,-0.261970299,-0.355151238,-0.371756754,one_strong_minority,balanced,medium_one,3
odds,micro,0,0,0.857,0.511121468,-0.403592219,-0.470936078,0.770035158,0.512731481,-0.257303676,-0.334145362,-0.433330394,-0.475754349,-0.385821737,-0.573930748,-0.590536264,one_strong_minority,balanced,high_one,3
odds,micro,0,0,0.835,0.758165853,-0.092016943,-0.110199931,0.824023657,0.758254324,-0.065769333,-0.07981486,-0.150232767,-0.163890291,-0.098419406,-0.204311633,-0.213247445,one_strong_minority,balanced,low_two,3
odds,micro,0,0,0.783,0.658275179,-0.159290959,-0.203436729,0.763293521,0.658584457,-0.104709065,-0.137180602,-0.291944746,-0.328951826,-0.157848181,-0.353816439,-0.362752251,one_strong_minority,balanced,medium_two,3
odds,micro,0,0,0.675,0.459708401,-0.318950516,-0.472519283,0.634407195,0.460855195,-0.173552,-0.273565624,-0.476152482,-0.536509839,-0.260334853,-0.650410326,-0.659346138,one_strong_minority,balanced,high_two,3
odds,micro,0,0,0.883,0.75966515,-0.139677066,-0.158184673,0.85847851,0.761607868,-0.096870641,-0.112839914,-0.229591837,-0.234375,-0.146287477,-0.228122167,-0.282317192,one_strong_minority,one_rare,low_one,3
odds,micro,0,0,0.879,0.703680812,-0.199453001,-0.226908989,0.84921925,0.723045075,-0.126174175,-0.148576678,-0.271381963,-0.303689339,-0.192052159,-0.285966356,-0.340161381,one_strong_minority,one_rare,medium_one,3
odds,micro,0,0,0.862,0.556125853,-0.354842398,-0.411650114,0.784404436,0.541632541,-0.242771895,-0.30949837,-0.46216532,-0.471793764,-0.365347281,-0.558085158,-0.612280183,one_strong_minority,one_rare,high_one,3
odds,micro,0,0,0.837,0.758444786,-0.093853303,-0.112130588,0.827021142,0.757460969,-0.069560172,-0.084109304,-0.168367347,-0.183333333,-0.10356737,-0.175001833,-0.19519287,one_strong_minority,one_rare,low_two,3
odds,micro,0,0,0.785,0.688764298,-0.122593251,-0.156169747,0.786734603,0.694387183,-0.092347421,-0.117380652,-0.202406536,-0.226359972,-0.14025299,-0.269612513,-0.28980355,one_strong_minority,one_rare,medium_two,3
odds,micro,0,0,0.682,0.526048691,-0.228667609,-0.335289749,0.661029826,0.474044844,-0.186984982,-0.282869206,-0.483954266,-0.584082735,-0.277315404,-0.600126023,-0.62031706,one_strong_minority,one_rare,high_two,3
odds,micro,0,0,0.877,0.809,-0.077537059,-0.088411697,0.834669574,0.333333333,-0.501336241,-0.600640369,-0.979591836,-0.999999999,-0.763813807,-0.84503931,-0.932210291,one_strong_minority,two_rare,low_one,3
odds,micro,0,0,0.871,0.809,-0.071182549,-0.081725085,0.826733066,0.333333333,-0.493399733,-0.596806579,-0.979591837,-1,-0.754367637,-0.84503931,-0.932210291,one_strong_minority,two_rare,medium_one,3
odds,micro,0,0,0.854,0.809,-0.052693208,-0.061701649,0.766547881,0.333333333,-0.433214548,-0.565150017,-0.979591837,-1,-0.656440906,-0.84503931,-0.932210291,one_strong_minority,two_rare,high_one,3
odds,micro,0,0,0.84,0.809,-0.036904762,-0.043934241,0.798655788,0.333333333,-0.465322454,-0.582632044,-0.93877551,-1,-0.711946177,-0.826707494,-0.87643137,one_strong_minority,two_rare,low_two,3
odds,micro,0,0,0.783,0.808999999,0.033205619,0.042408198,0.762052474,0.333333334,-0.42871914,-0.562584802,-0.938775509,-0.999999999,-0.658829255,-0.826707493,-0.87643137,one_strong_minority,two_rare,medium_two,3
odds,micro,0,0,0.68,0.809,0.189705882,0.278979238,0.635847628,0.333333333,-0.302514295,-0.47576539,-0.93877551,-1,-0.461818805,-0.826707494,-0.876431371,one_strong_minority,two_rare,high_two,3
odds,micro,0,0,0.882,0.81397548,-0.077125306,-0.087443658,0.878937552,0.813919413,-0.065018139,-0.073973559,-0.145604153,-0.152537684,-0.097449181,-0.150281927,-0.196352903,two_slight_minorities,balanced,low_one,3
odds,micro,0,0,0.863,0.692314215,-0.197781906,-0.229179497,0.846292451,0.693158796,-0.153133654,-0.180946497,-0.2771261,-0.290322581,-0.230218621,-0.331422852,-0.377493827,two_slight_minorities,balanced,medium_one,3
odds,micro,0,0,0.822,0.490323089,-0.403499892,-0.490875781,0.77762735,0.493221131,-0.284406219,-0.365735874,-0.519061584,-0.543778802,-0.427085617,-0.631329349,-0.677400325,two_slight_minorities,balanced,high_one,3
odds,micro,0,0,0.862,0.751287979,-0.128436219,-0.148997934,0.844856189,0.750035705,-0.094820483,-0.112232691,-0.179398229,-0.199455174,-0.142244005,-0.205793284,-0.212630063,two_slight_minorities,balanced,low_two,3
odds,micro,0,0,0.82,0.660962477,-0.193948199,-0.236522193,0.774138922,0.66069838,-0.113440542,-0.146537706,-0.303884797,-0.342931447,-0.170490641,-0.339799272,-0.346636052,two_slight_minorities,balanced,medium_two,3
odds,micro,0,0,0.737,0.431759208,-0.414166611,-0.561962837,0.635003795,0.435991546,-0.199012249,-0.313403244,-0.561414097,-0.633551104,-0.299038927,-0.676859523,-0.683696303,two_slight_minorities,balanced,high_two,3
odds,micro,0,0,0.869,0.758064962,-0.127658271,-0.146902498,0.860881971,0.75457982,-0.106302151,-0.123480518,-0.263157895,-0.263157895,-0.15845124,-0.252605374,-0.316701699,two_slight_minorities,one_rare,low_one,3
odds,micro,0,0,0.856,0.658770443,-0.230408361,-0.269168646,0.835708572,0.654938451,-0.180770121,-0.216307607,-0.368421053,-0.368421053,-0.272788528,-0.402067427,-0.466163752,two_slight_minorities,one_rare,medium_one,3
odds,micro,0,0,0.819,0.499999996,-0.389499395,-0.475579237,0.771639485,0.333333342,-0.438306143,-0.568019329,-0.999999967,-0.999999967,-0.659113214,-0.884475091,-0.948571416,two_slight_minorities,one_rare,high_one,3
odds,micro,0,0,0.847,0.753317553,-0.110605015,-0.130584433,0.824772793,0.745944749,-0.078828044,-0.095575466,-0.18869537,-0.205103663,-0.116692777,-0.202538161,-0.208429961,two_slight_minorities,one_rare,low_two,3
odds,micro,0,0,0.807,0.641852626,-0.204643586,-0.253585609,0.759595231,0.638991709,-0.120603522,-0.158773406,-0.306283529,-0.348180804,-0.183134985,-0.362967723,-0.368859524,two_slight_minorities,one_rare,medium_two,3
odds,micro,0,0,0.727,0.499999994,-0.312242099,-0.429493946,0.630561972,0.33333334,-0.297228632,-0.471371007,-0.879667983,-0.999999924,-0.445436699,-0.821455275,-0.827347075,two_slight_minorities,one_rare,high_two,3
odds,micro,0,0,0.86,0.800999996,-0.068604656,-0.079772856,0.843031905,0.333333334,-0.509698571,-0.604601757,-0.999999994,-0.999999994,-0.77131178,-0.879432061,-0.942857143,two_slight_minorities,two_rare,low_one,3
odds,micro,0,0,0.849,0.801,-0.056537103,-0.066592583,0.825311902,0.333333333,-0.491978569,-0.596112291,-1,-1,-0.74689226,-0.87943206,-0.942857143,two_slight_minorities,two_rare,medium_one,3
odds,micro,0,0,0.812,0.801,-0.013546798,-0.016683249,0.766355609,0.333333333,-0.433022276,-0.565040917,-1,-1,-0.654845157,-0.879432061,-0.942857143,two_slight_minorities,two_rare,high_one,3
odds,micro,0,0,0.841,0.800999998,-0.047562428,-0.056554611,0.804689885,0.333333333,-0.471356551,-0.585761745,-0.919999998,-0.999999998,-0.71300272,-0.824777784,-0.829389651,two_slight_minorities,two_rare,low_two,3
odds,micro,0,0,0.808,0.801,-0.008663367,-0.010721988,0.758183582,0.333333334,-0.424850249,-0.560352741,-0.897058823,-0.999999999,-0.643929089,-0.824777784,-0.82938965,two_slight_minorities,two_rare,medium_two,3
odds,micro,0,0,0.731,0.801,0.095759234,0.130997584,0.624877989,0.333333333,-0.291544655,-0.46656253,-0.897058823,-1,-0.444648654,-0.824777784,-0.829389651,two_slight_minorities,two_rare,high_two,3
odds,micro,0,0,0.878,0.774561381,-0.117811639,-0.134181821,0.866237214,0.77462586,-0.091611354,-0.105757814,-0.23373389,-0.23373389,-0.137894699,-0.225961525,-0.277455151,two_strong_minorities,balanced,low_one,3
odds,micro,0,0,0.87,0.657707946,-0.244013856,-0.280475696,0.83821313,0.658584488,-0.179628642,-0.214299485,-0.308405635,-0.308405635,-0.271070778,-0.400023581,-0.451517207,two_strong_minorities,balanced,medium_one,3
odds,micro,0,0,0.851,0.510756885,-0.399815646,-0.469818621,0.775581616,0.512731481,-0.262850134,-0.338907123,-0.522502369,-0.522502369,-0.394922216,-0.618803091,-0.670296717,two_strong_minorities,balanced,high_one,3
odds,micro,0,0,0.867,0.745309579,-0.14035804,-0.16188932,0.82871836,0.745094421,-0.083623939,-0.10090755,-0.167410734,-0.188925366,-0.125481083,-0.206480582,-0.214529462,two_strong_minorities,balanced,low_two,3
odds,micro,0,0,0.85,0.653168082,-0.231566963,-0.272431721,0.771722432,0.653922161,-0.117800271,-0.152645907,-0.299102745,-0.337541652,-0.176893435,-0.343238971,-0.351287851,two_strong_minorities,balanced,medium_two,3
odds,micro,0,0,0.81,0.430042336,-0.469083536,-0.579115476,0.634845065,0.436602124,-0.198242941,-0.312269799,-0.5840348,-0.659091481,-0.298091232,-0.669219027,-0.677267908,two_strong_minorities,balanced,high_two,3
odds,micro,0,0,0.88,0.761571693,-0.134577621,-0.152929115,0.864992478,0.761607868,-0.10338461,-0.11952082,-0.25,-0.25,-0.153416319,-0.229312192,-0.310529375,two_strong_minorities,one_rare,low_one,3
odds,micro,0,0,0.876,0.706280284,-0.193743968,-0.221168913,0.855733219,0.721434557,-0.134298662,-0.156939873,-0.30367844,-0.322270998,-0.201596779,-0.289572159,-0.370789342,two_strong_minorities,one_rare,medium_one,3
odds,micro,0,0,0.859,0.555505051,-0.353311931,-0.41130609,0.790918404,0.545454546,-0.245463858,-0.310352948,-0.48989899,-0.48989899,-0.366743115,-0.553542175,-0.634759358,two_strong_minorities,one_rare,high_one,3
odds,micro,0,0,0.868,0.725599948,-0.16405536,-0.18900387,0.822658886,0.717077675,-0.105581211,-0.128341421,-0.194370425,-0.217578834,-0.159168865,-0.255773275,-0.261165097,two_strong_minorities,one_rare,low_two,3
odds,micro,0,0,0.854,0.640048963,-0.250528147,-0.293358486,0.783070696,0.663097411,-0.119973285,-0.153208754,-0.271680744,-0.306208732,-0.183651303,-0.33674367,-0.342135499,two_strong_minorities,one_rare,medium_two,3
odds,micro,0,0,0.816,0.490339246,-0.399094062,-0.48908586,0.655810919,0.416354937,-0.239455982,-0.365129605,-0.653255397,-0.731256041,-0.357197783,-0.706857382,-0.712249204,two_strong_minorities,one_rare,high_two,3
odds,micro,0,0,0.875,0.797999997,-0.088000003,-0.100571432,0.821483226,0.333333334,-0.488149892,-0.594229896,-0.999999995,-0.999999995,-0.752475521,-0.824498082,-0.94117647,two_strong_minorities,two_rare,low_one,3
odds,micro,0,0,0.869,0.798,-0.081703107,-0.094019686,0.813546718,0.333333333,-0.480213385,-0.59027143,-1,-1,-0.743029352,-0.824498082,-0.94117647,two_strong_minorities,two_rare,medium_one,3
odds,micro,0,0,0.852,0.798,-0.063380282,-0.074390002,0.753361533,0.333333333,-0.4200282,-0.557538687,-1,-1,-0.645102621,-0.824498082,-0.941176471,two_strong_minorities,two_rare,high_one,3
odds,micro,0,0,0.866,0.797999997,-0.078521944,-0.090671991,0.779711074,0.333333336,-0.446377738,-0.572491213,-0.893333326,-0.999999992,-0.69097103,-0.824498079,-0.842298847,two_strong_minorities,two_rare,low_two,3
odds,micro,0,0,0.848,0.798,-0.058962264,-0.069530972,0.748895992,0.333333333,-0.415562658,-0.554900364,-0.893333333,-1,-0.64308517,-0.824498082,-0.842298851,two_strong_minorities,two_rare,medium_two,3
odds,micro,0,0,0.811,0.798,-0.016029593,-0.01976522,0.620356376,0.333333333,-0.287023043,-0.462674446,-0.893333333,-1,-0.452036939,-0.824498082,-0.842298851,two_strong_minorities,two_rare,high_two,3
odds,macro,0,0,0.879,0.807897985,-0.080889664,-0.092024646,0.879806777,0.807973351,-0.071833426,-0.08164682,-0.149821588,-0.158302055,-0.107978916,-0.151150463,-0.179422673,no_minority,balanced,low_one,3
odds,macro,0,0,0.846,0.698806531,-0.173987552,-0.205659045,0.846935615,0.699077516,-0.147858098,-0.174580093,-0.258208394,-0.272823963,-0.222141241,-0.314494216,-0.342766426,no_minority,balanced,medium_one,3
odds,macro,0,0,0.776,0.494721432,-0.362472381,-0.467103584,0.778103887,0.495240752,-0.282863135,-0.363528752,-0.474674301,-0.528922792,-0.424629663,-0.620249363,-0.648521572,no_minority,balanced,high_one,3
odds,macro,0,0,0.846,0.746503529,-0.117608121,-0.139016692,0.845591654,0.7470838,-0.098507854,-0.116495774,-0.199412832,-0.219537063,-0.148174131,-0.239686569,-0.259136206,no_minority,balanced,low_two,3
odds,macro,0,0,0.775,0.66727504,-0.138999948,-0.179354772,0.774499552,0.666936353,-0.107563199,-0.138880905,-0.291875696,-0.325232919,-0.161701913,-0.359907743,-0.379357381,no_minority,balanced,medium_two,3
odds,macro,0,0,0.639,0.471402306,-0.262281211,-0.41045573,0.638872907,0.47127623,-0.167596677,-0.262331796,-0.515082956,-0.57394958,-0.251747862,-0.653397922,-0.67284756,no_minority,balanced,high_two,3
odds,macro,0,0,0.859,0.787795847,-0.082891913,-0.096498152,0.864737456,0.785771697,-0.078965759,-0.091317611,-0.226717039,-0.226717039,-0.115931394,-0.205596699,-0.269972591,no_minority,one_rare,low_one,3
odds,macro,0,0,0.834,0.717237452,-0.140003055,-0.167869371,0.836671393,0.71557759,-0.121093803,-0.144732811,-0.291006272,-0.291006272,-0.180524035,-0.310887859,-0.375263752,no_minority,one_rare,medium_one,3
odds,macro,0,0,0.77,0.523026093,-0.320745334,-0.416552382,0.773354259,0.522781028,-0.250573231,-0.324008342,-0.47646583,-0.47646583,-0.374754916,-0.600082703,-0.664458596,no_minority,one_rare,high_one,3
odds,macro,0,0,0.821,0.767290674,-0.065419398,-0.07968258,0.830127669,0.754132169,-0.075995499,-0.091546761,-0.225152024,-0.23766047,-0.108321835,-0.16863365,-0.210005785,no_minority,one_rare,low_two,3
odds,macro,0,0,0.763,0.686874901,-0.099770771,-0.130761168,0.770842987,0.687623548,-0.083219439,-0.107959001,-0.205999561,-0.233466169,-0.122687797,-0.268396581,-0.294216589,no_minority,one_rare,medium_two,3
odds,macro,0,0,0.634,0.511353715,-0.193448398,-0.305123657,0.646133084,0.469075068,-0.177058016,-0.274027163,-0.44649255,-0.5528003,-0.260986853,-0.596219306,-0.622039314,no_minority,one_rare,high_two,3
odds,macro,0,0,0.851,0.741882775,-0.128222356,-0.150672569,0.845992169,0.72116737,-0.124824799,-0.14754841,-0.294994459,-0.294994459,-0.190189756,-0.257717275,-0.360029767,no_minority,two_rare,low_one,3
odds,macro,0,0,0.825,0.612897162,-0.25709435,-0.311629515,0.824916331,0.677553254,-0.147363077,-0.178640029,-0.304463911,-0.341562454,-0.225198723,-0.323138449,-0.425450941,no_minority,two_rare,medium_one,3
odds,macro,0,0,0.759,0.499719108,-0.341608554,-0.450077146,0.758734673,0.5,-0.258734673,-0.341008105,-0.528089245,-0.528089245,-0.386735342,-0.58946833,-0.691780822,no_minority,two_rare,high_one,3
odds,macro,0,0,0.823,0.653284743,-0.20621538,-0.250565467,0.81552408,0.707286268,-0.108237812,-0.132721785,-0.260351289,-0.292074766,-0.167446891,-0.249452544,-0.29655607,no_minority,two_rare,low_two,3
odds,macro,0,0,0.76,0.620559424,-0.183474442,-0.241413739,0.764494254,0.652882501,-0.111611753,-0.145994234,-0.284276365,-0.318915082,-0.170864649,-0.331058194,-0.37816172,no_minority,two_rare,medium_two,3
odds,macro,0,0,0.635,0.201081846,-0.683335676,-1.076119175,0.626789606,0.374969438,-0.251820168,-0.401761876,-0.761398881,-0.854174375,-0.377773939,-0.747927791,-0.795031317,no_minority,two_rare,high_two,3
odds,macro,0,0,0.889,0.814069783,-0.084285958,-0.094809852,0.880781106,0.813919414,-0.066861692,-0.075911815,-0.127957879,-0.137263907,-0.100105128,-0.136833124,-0.149399251,one_slight_minority,balanced,low_one,3
odds,macro,0,0,0.87,0.692533769,-0.203984173,-0.234464567,0.848136005,0.693158797,-0.154977208,-0.182726835,-0.242345178,-0.268310733,-0.232874569,-0.31797405,-0.330540176,one_slight_minority,balanced,medium_one,3
odds,macro,0,0,0.829,0.491143876,-0.407546591,-0.491612294,0.779470905,0.493221132,-0.286249772,-0.367235994,-0.51301517,-0.567981081,-0.429741566,-0.617880548,-0.630446675,one_slight_minority,balanced,high_one,3
odds,macro,0,0,0.844,0.765558938,-0.092939647,-0.110118065,0.842724243,0.766067323,-0.076656921,-0.090963232,-0.143584834,-0.161393806,-0.114856694,-0.203162506,-0.21218042,one_slight_minority,balanced,low_two,3
odds,macro,0,0,0.784,0.668228901,-0.147667218,-0.188351043,0.776016635,0.66862524,-0.107391395,-0.138388006,-0.273507206,-0.307430581,-0.161404092,-0.34932563,-0.358343544,one_slight_minority,balanced,medium_two,3
odds,macro,0,0,0.664,0.461430164,-0.305075054,-0.459450383,0.641152786,0.462599346,-0.178553441,-0.27848813,-0.47836485,-0.537696924,-0.268358094,-0.658364471,-0.667382386,one_slight_minority,balanced,high_two,3
odds,macro,0,0,0.871,0.758225772,-0.129476726,-0.148652957,0.851469626,0.754579822,-0.096889804,-0.113791262,-0.24043062,-0.24602203,-0.148214699,-0.235079469,-0.289223222,one_slight_minority,one_rare,low_one,3
odds,macro,0,0,0.858,0.658989871,-0.231946538,-0.27033396,0.826296227,0.654938451,-0.171357776,-0.207380562,-0.34569378,-0.35373317,-0.262551987,-0.384541523,-0.438685275,one_slight_minority,one_rare,medium_one,3
odds,macro,0,0,0.821,0.461691397,-0.437647507,-0.533066391,0.762227139,0.462318205,-0.299908935,-0.393463994,-0.571843513,-0.632541986,-0.45539938,-0.673471893,-0.727615646,one_slight_minority,one_rare,high_one,3
odds,macro,0,0,0.83,0.756743182,-0.088261227,-0.106338827,0.820752501,0.751666503,-0.069085998,-0.084173972,-0.193653387,-0.207823147,-0.104137245,-0.180771818,-0.217134716,one_slight_minority,one_rare,low_two,3
odds,macro,0,0,0.772,0.657403337,-0.148441273,-0.192281442,0.762311409,0.6527492,-0.109562209,-0.143723691,-0.264025774,-0.292050856,-0.168504533,-0.329147766,-0.365510664,one_slight_minority,one_rare,medium_two,3
odds,macro,0,0,0.659,0.464171745,-0.295642268,-0.448622561,0.636483487,0.460547013,-0.175936474,-0.276419543,-0.507498867,-0.561367462,-0.265994759,-0.617451046,-0.653813944,one_slight_minority,one_rare,high_two,3
odds,macro,0,0,0.863,0.587964464,-0.318697029,-0.369289721,0.829497923,0.662698905,-0.166799018,-0.20108431,-0.332510023,-0.373201809,-0.259377227,-0.339125555,-0.429853583,one_slight_minority,two_rare,low_one,3
odds,macro,0,0,0.852,0.47979658,-0.436858474,-0.512744688,0.81177792,0.588400004,-0.223377916,-0.275171214,-0.454144097,-0.509721172,-0.346406059,-0.450573907,-0.541301935,one_slight_minority,two_rare,medium_one,3
odds,macro,0,0,0.815,0.290659104,-0.643363063,-0.789402531,0.752821627,0.428824488,-0.323997139,-0.430377034,-0.655055792,-0.735219962,-0.493722231,-0.689937181,-0.780665209,one_slight_minority,two_rare,high_one,3
odds,macro,0,0,0.83,0.589899872,-0.289277263,-0.348526823,0.796746286,0.661190025,-0.135556261,-0.170137299,-0.327140749,-0.368033343,-0.215398556,-0.325592311,-0.379576466,one_slight_minority,two_rare,low_two,3
odds,macro,0,0,0.772,0.490584534,-0.364527806,-0.472186277,0.747734954,0.580613025,-0.167121929,-0.223504236,-0.433943121,-0.488186011,-0.263795373,-0.446457814,-0.500441969,one_slight_minority,two_rare,medium_two,3
odds,macro,0,0,0.66,0.217210301,-0.670893483,-1.016505278,0.61927971,0.381408294,-0.237871417,-0.384109817,-0.736520551,-0.82858562,-0.36587957,-0.745264907,-0.799249061,one_slight_minority,two_rare,high_two,3
odds,macro,0,0,0.884,0.774513217,-0.123853826,-0.140106138,0.860690756,0.774625868,-0.086064888,-0.099995134,-0.144561912,-0.158714827,-0.128794206,-0.181089168,-0.197694684,one_strong_minority,balanced,low_one,3
odds,macro,0,0,0.876,0.658275209,-0.248544282,-0.283726349,0.832666672,0.658584488,-0.174082184,-0.209065872,-0.291944751,-0.328951832,-0.261970299,-0.355151238,-0.371756753,one_strong_minority,balanced,medium_one,3
odds,macro,0,0,0.857,0.511121469,-0.403592219,-0.470936078,0.770035158,0.512731481,-0.257303676,-0.334145361,-0.433330394,-0.475754349,-0.385821737,-0.573930748,-0.590536264,one_strong_minority,balanced,high_one,3
odds,macro,0,0,0.835,0.758088072,-0.092110094,-0.11031149,0.824023657,0.758653557,-0.0653701,-0.079330368,-0.145122883,-0.163518741,-0.097820556,-0.203712784,-0.212648596,one_strong_minority,balanced,low_two,3
odds,macro,0,0,0.783,0.658275209,-0.159290921,-0.20343668,0.763293521,0.658584488,-0.104709033,-0.13718056,-0.291944751,-0.328951832,-0.157848128,-0.353816386,-0.362752198,one_strong_minority,balanced,medium_two,3
odds,macro,0,0,0.675,0.459708401,-0.318950516,-0.472519283,0.634407195,0.460855195,-0.173552,-0.273565624,-0.476152482,-0.536509839,-0.260334853,-0.650410326,-0.659346138,one_strong_minority,balanced,high_two,3
odds,macro,0,0,0.883,0.75966515,-0.139677066,-0.158184673,0.85847851,0.761607868,-0.096870641,-0.112839914,-0.229591837,-0.234375,-0.146287477,-0.228122167,-0.282317192,one_strong_minority,one_rare,low_one,3
odds,macro,0,0,0.879,0.703680812,-0.199453001,-0.226908989,0.84921925,0.723045076,-0.126174175,-0.148576677,-0.271381963,-0.30368934,-0.192052159,-0.285966356,-0.340161381,one_strong_minority,one_rare,medium_one,3
odds,macro,0,0,0.862,0.554641414,-0.356564485,-0.413647894,0.784404436,0.545454545,-0.23894989,-0.304625878,-0.469490827,-0.479271885,-0.359614274,-0.552352151,-0.606547176,one_strong_minority,one_rare,high_one,3
odds,macro,0,0,0.837,0.758444784,-0.093853304,-0.11213059,0.827021142,0.757460969,-0.069560173,-0.084109304,-0.168367347,-0.183333333,-0.103567372,-0.175001835,-0.195192873,one_strong_minority,one_rare,low_two,3
odds,macro,0,0,0.785,0.688764299,-0.12259325,-0.156169745,0.786734603,0.694387184,-0.092347419,-0.11738065,-0.202406537,-0.226359973,-0.140252989,-0.269612512,-0.28980355,one_strong_minority,one_rare,medium_two,3
odds,macro,0,0,0.682,0.526048696,-0.228667602,-0.335289738,0.661029826,0.474044862,-0.186984963,-0.282869178,-0.483954223,-0.584082683,-0.277315378,-0.600125997,-0.620317034,one_strong_minority,one_rare,high_two,3
odds,macro,0,0,0.877,0.508917188,-0.419706741,-0.478570971,0.834669574,0.618860577,-0.215808997,-0.258556205,-0.420490215,-0.474704362,-0.335522942,-0.416748446,-0.503919426,one_strong_minority,two_rare,low_one,3
odds,macro,0,0,0.871,0.445249288,-0.488806787,-0.561201822,0.826733066,0.577467046,-0.24926602,-0.301507258,-0.493195011,-0.556783046,-0.388167068,-0.478838741,-0.566009721,one_strong_minority,two_rare,medium_one,3
odds,macro,0,0,0.854,0.339683866,-0.602243716,-0.705203415,0.766547881,0.460987297,-0.305560584,-0.398619044,-0.594616237,-0.671280594,-0.464959963,-0.653558367,-0.740729348,one_strong_minority,two_rare,high_one,3
odds,macro,0,0,0.84,0.52249355,-0.377983869,-0.449980797,0.798655788,0.610084386,-0.188571402,-0.236110981,-0.397656127,-0.449204144,-0.296819598,-0.411580915,-0.461304791,one_strong_minority,two_rare,low_two,3
odds,macro,0,0,0.783,0.468584353,-0.40155255,-0.512838506,0.762052474,0.565021678,-0.197030796,-0.258552794,-0.455310936,-0.514332724,-0.311296739,-0.479174977,-0.528898853,one_strong_minority,two_rare,medium_two,3
odds,macro,0,0,0.68,0.258512824,-0.619834082,-0.911520709,0.635847628,0.40242851,-0.233419118,-0.367099141,-0.684049721,-0.772722833,-0.358176042,-0.723064731,-0.772788608,one_strong_minority,two_rare,high_two,3
odds,macro,0,0,0.882,0.813975481,-0.077125305,-0.087443656,0.878937552,0.813919414,-0.065018138,-0.073973558,-0.145604152,-0.152537683,-0.097449179,-0.150281925,-0.196352901,two_slight_minorities,balanced,low_one,3
odds,macro,0,0,0.863,0.692314216,-0.197781905,-0.229179496,0.846292451,0.693158797,-0.153133653,-0.180946496,-0.277126099,-0.29032258,-0.23021862,-0.33142285,-0.377493826,two_slight_minorities,balanced,medium_one,3
