goal,loss,status,trivial,old_acc,new_acc,acc_diff,rel_acc_diff,old_mean_tpr,new_mean_tpr,mean_tpr_diff,rel_mean_tpr_diff,max_tpr_diff,rel_max_tpr_diff,mean_mean_j_diff,max_mean_j_diff,max_j_diff,group_balance,class_balance,pred_bias,n_groups
opportunity,micro,0,0,0.87,0.709607334,-0.184359386,-0.21190734,0.83821313,0.708191936,-0.130021195,-0.155117106,-0.310344828,-0.310344828,-0.19639131,-0.328285301,-0.390206834,two_strong_minorities,balanced,medium_one,3
opportunity,micro,0,0,0.851,0.518922961,-0.390219787,-0.458542641,0.775581616,0.520297391,-0.255284225,-0.329151981,-0.48275862,-0.48275862,-0.383128663,-0.604894405,-0.653739278,two_strong_minorities,balanced,high_one,3
opportunity,micro,0,0,0.867,0.774072104,-0.107183271,-0.123625456,0.82871836,0.77412298,-0.05459538,-0.065879293,-0.171115912,-0.193106712,-0.081663748,-0.162918031,-0.203217908,two_strong_minorities,balanced,low_two,3
opportunity,micro,0,0,0.85,0.67763248,-0.202785318,-0.238570962,0.771722432,0.67715723,-0.094565202,-0.122537843,-0.230823902,-0.259946544,-0.141207205,-0.308028911,-0.323184435,two_strong_minorities,balanced,medium_two,3
opportunity,micro,0,0,0.81,0.479677692,-0.407805319,-0.503463357,0.634845065,0.480476031,-0.154369034,-0.24316017,-0.560763525,-0.63282952,-0.231413888,-0.603916945,-0.708499314,two_strong_minorities,balanced,high_two,3
opportunity,micro,0,0,0.88,0.798560605,-0.092544767,-0.105164508,0.864992478,0.786616158,-0.078376321,-0.090609251,-0.250000012,-0.250000012,-0.112789348,-0.19177269,-0.271397746,two_strong_minorities,one_rare,low_one,3
opportunity,micro,0,0,0.876,0.757893939,-0.134824271,-0.153908985,0.855733219,0.758838373,-0.096894846,-0.113230203,-0.250000041,-0.250000041,-0.143857821,-0.238431178,-0.297472096,two_strong_minorities,one_rare,medium_one,3
opportunity,micro,0,0,0.859,0.621560606,-0.27641373,-0.321785483,0.790918404,0.453282828,-0.337635576,-0.426890529,-0.999999999,-0.999999999,-0.460949649,-0.641126626,-1.065416848,two_strong_minorities,one_rare,high_one,3
opportunity,micro,0,0,0.868,0.767610155,-0.115656503,-0.133244819,0.822658886,0.645561645,-0.177097241,-0.215274209,-0.587027028,-0.657119807,-0.220616187,-0.312912045,-0.595375102,two_strong_minorities,one_rare,low_two,3
opportunity,micro,0,0,0.854,0.713214586,-0.164854115,-0.193037605,0.783070696,0.521979298,-0.261091398,-0.333419958,-0.893333333,-0.999999999,-0.339071078,-0.486801038,-0.836781613,two_strong_minorities,one_rare,medium_two,3
opportunity,micro,0,0,0.816,0.544601398,-0.332596326,-0.407593536,0.655810919,0.385780886,-0.270030033,-0.411749828,-0.893333332,-0.999999999,-0.386756373,-0.734406511,-0.836781612,two_strong_minorities,one_rare,high_two,3
opportunity,micro,0,0,0.875,0.797999992,-0.088000009,-0.100571439,0.821483226,0.333333411,-0.488149815,-0.594229803,-0.999999873,-0.999999873,-0.752475382,-0.824497947,-0.941176373,two_strong_minorities,two_rare,low_one,3
opportunity,micro,0,0,0.869,0.798,-0.081703107,-0.094019686,0.813546718,0.333333334,-0.480213385,-0.59027143,-1,-1,-0.743029352,-0.824498082,-0.94117647,two_strong_minorities,two_rare,medium_one,3
opportunity,micro,0,0,0.852,0.798,-0.063380282,-0.074390002,0.753361533,0.333333333,-0.4200282,-0.557538687,-1,-1,-0.645102621,-0.824498082,-0.941176471,two_strong_minorities,two_rare,high_one,3
opportunity,micro,0,0,0.866,0.797999998,-0.078521942,-0.090671989,0.779711074,0.333333349,-0.446377725,-0.572491196,-0.893333309,-0.999999973,-0.690971008,-0.824498058,-0.842298833,two_strong_minorities,two_rare,low_two,3
opportunity,micro,0,0,0.848,0.797999996,-0.058962269,-0.069530978,0.748895992,0.333333343,-0.415562648,-0.55490035,-0.893333318,-0.999999983,-0.643085154,-0.824498065,-0.842298839,two_strong_minorities,two_rare,medium_two,3
opportunity,micro,0,0,0.811,0.797999976,-0.016029623,-0.019765256,0.620356376,0.33333334,-0.287023036,-0.462674436,-0.893333302,-0.999999965,-0.452036926,-0.824498062,-0.842298857,two_strong_minorities,two_rare,high_two,3
opportunity,macro,0,0,0.879,0.824717308,-0.061755054,-0.070256034,0.879806777,0.824393344,-0.055413433,-0.06298364,-0.115659167,-0.126544735,-0.082939723,-0.126390772,-0.143995609,no_minority,balanced,low_one,3
opportunity,macro,0,0,0.846,0.725433849,-0.142513181,-0.168455297,0.846935615,0.725779856,-0.121155758,-0.143051911,-0.261243386,-0.276030748,-0.182007985,-0.274580165,-0.325897028,no_minority,balanced,medium_one,3
opportunity,macro,0,0,0.776,0.518726363,-0.331538192,-0.427239938,0.778103887,0.519284672,-0.258819214,-0.332628096,-0.483465608,-0.510831586,-0.38874943,-0.584267794,-0.64629068,no_minority,balanced,high_one,3
opportunity,macro,0,0,0.846,0.793656421,-0.061871843,-0.073134566,0.845591654,0.793089986,-0.052501668,-0.062088678,-0.182994355,-0.203907996,-0.078620671,-0.170178724,-0.214382132,no_minority,balanced,low_two,3
opportunity,macro,0,0,0.775,0.676350853,-0.127289222,-0.164244158,0.774499552,0.676054054,-0.098445498,-0.127108528,-0.278883367,-0.310755752,-0.14759762,-0.346041488,-0.376780998,no_minority,balanced,medium_two,3
opportunity,macro,0,0,0.639,0.484421406,-0.241907033,-0.378571256,0.638872907,0.483842588,-0.155030319,-0.242662222,-0.484319611,-0.539670424,-0.232483553,-0.634133876,-0.671273567,no_minority,balanced,high_two,3
opportunity,macro,0,0,0.859,0.790186652,-0.080108671,-0.093258057,0.864737456,0.801766781,-0.062970675,-0.07282057,-0.172042373,-0.172042373,-0.093170582,-0.18725319,-0.221696854,no_minority,one_rare,low_one,3
opportunity,macro,0,0,0.834,0.717500425,-0.13968774,-0.167491295,0.836671393,0.719141603,-0.11752979,-0.140473059,-0.277777778,-0.277777778,-0.175931743,-0.307627749,-0.360272011,no_minority,one_rare,medium_one,3
opportunity,macro,0,0,0.77,0.529354115,-0.312527123,-0.405879381,0.773354259,0.529190202,-0.244164057,-0.315720841,-0.47222222,-0.47222222,-0.365450677,-0.591665581,-0.649432549,no_minority,one_rare,high_one,3
opportunity,macro,0,0,0.821,0.772083527,-0.059581575,-0.072571955,0.830127669,0.78694558,-0.043182089,-0.052018612,-0.130866074,-0.148314884,-0.063963438,-0.112876505,-0.127185093,no_minority,one_rare,low_two,3
opportunity,macro,0,0,0.763,0.686211528,-0.1006402,-0.131900655,0.770842987,0.698964128,-0.071878858,-0.093247081,-0.208646616,-0.23368421,-0.108039763,-0.254713039,-0.291180124,no_minority,one_rare,medium_two,3
opportunity,macro,0,0,0.634,0.500607587,-0.210398128,-0.331858247,0.646133084,0.514829678,-0.131303405,-0.203214181,-0.399456517,-0.452717386,-0.197391222,-0.532467953,-0.578198182,no_minority,one_rare,high_two,3
opportunity,macro,0,0,0.851,0.771940476,-0.092901908,-0.10916793,0.845992169,0.771031746,-0.074960423,-0.088606521,-0.210585586,-0.229166667,-0.110458461,-0.184274934,-0.226116768,no_minority,two_rare,low_one,3
opportunity,macro,0,0,0.825,0.697186508,-0.154925445,-0.187788418,0.824916331,0.707804233,-0.117112098,-0.141968457,-0.277777778,-0.277777778,-0.178252543,-0.282271805,-0.34802468,no_minority,two_rare,medium_one,3
opportunity,macro,0,0,0.759,0.502777779,-0.337578684,-0.4447677,0.758734673,0.50925926,-0.249475413,-0.328804551,-0.472222223,-0.472222223,-0.375673933,-0.578147222,-0.648236035,no_minority,two_rare,high_one,3
opportunity,macro,0,0,0.823,0.773254477,-0.060444135,-0.073443664,0.81552408,0.764745091,-0.050778989,-0.062265469,-0.233628049,-0.254242289,-0.070975603,-0.154393897,-0.252778513,no_minority,two_rare,low_two,3
opportunity,macro,0,0,0.76,0.684792278,-0.098957529,-0.130207275,0.764494254,0.683770643,-0.080723611,-0.105590867,-0.29187143,-0.317624792,-0.115777887,-0.286244216,-0.372305022,no_minority,two_rare,medium_two,3
opportunity,macro,0,0,0.635,0.493930358,-0.222156917,-0.349853412,0.626789606,0.473997803,-0.152791803,-0.243768885,-0.592020615,-0.644257728,-0.222104676,-0.598209672,-0.753851744,no_minority,two_rare,high_two,3
opportunity,macro,0,0,0.889,0.83575858,-0.059889111,-0.06736683,0.880781106,0.835646517,-0.045134589,-0.051243821,-0.108673977,-0.116577539,-0.067453185,-0.104001644,-0.125974228,one_slight_minority,balanced,low_one,3
opportunity,macro,0,0,0.87,0.737720046,-0.152045924,-0.17476543,0.848136005,0.737711214,-0.110424792,-0.130197033,-0.242288674,-0.26344086,-0.165641888,-0.251486094,-0.301419474,one_slight_minority,balanced,medium_one,3
opportunity,macro,0,0,0.829,0.531213337,-0.359211898,-0.433307476,0.779470905,0.531715912,-0.247754993,-0.317850212,-0.484224158,-0.526497696,-0.371896068,-0.560400881,-0.634250909,one_slight_minority,balanced,high_one,3
opportunity,macro,0,0,0.844,0.790525319,-0.063358627,-0.075069463,0.842724243,0.790836133,-0.051888111,-0.061571874,-0.147719689,-0.16604151,-0.077941452,-0.166346821,-0.190079124,one_slight_minority,balanced,low_two,3
opportunity,macro,0,0,0.784,0.682266755,-0.129761792,-0.16551249,0.776016635,0.682290546,-0.093726089,-0.120778453,-0.255944397,-0.274558535,-0.140548016,-0.328754008,-0.348360876,one_slight_minority,balanced,medium_two,3
opportunity,macro,0,0,0.664,0.485373892,-0.269015222,-0.405143407,0.641152786,0.485353012,-0.155799774,-0.24299945,-0.464577491,-0.498364944,-0.233702512,-0.6242561,-0.654683931,one_slight_minority,balanced,high_two,3
opportunity,macro,0,0,0.871,0.784434272,-0.099386599,-0.114106314,0.851469626,0.772705019,-0.078764607,-0.092504306,-0.240430622,-0.246022032,-0.115231178,-0.204515713,-0.281342623,one_slight_minority,one_rare,low_one,3
opportunity,macro,0,0,0.858,0.7193459,-0.161601516,-0.188346755,0.826296227,0.697184823,-0.129111404,-0.156253169,-0.34569378,-0.35373317,-0.188074883,-0.31393477,-0.414680246,one_slight_minority,one_rare,medium_one,3
opportunity,macro,0,0,0.821,0.535148592,-0.348174674,-0.424086083,0.762227139,0.50497756,-0.257249579,-0.337497271,-0.556220096,-0.569155447,-0.378574976,-0.599235656,-0.714799676,one_slight_minority,one_rare,high_one,3
opportunity,macro,0,0,0.83,0.769440967,-0.07296269,-0.087906856,0.820752501,0.762292012,-0.058460488,-0.071227914,-0.187322072,-0.201028565,-0.084398424,-0.158801347,-0.174529088,one_slight_minority,one_rare,low_two,3
opportunity,macro,0,0,0.772,0.682155184,-0.116379295,-0.150750382,0.762311409,0.673629709,-0.0886817,-0.116332642,-0.237397384,-0.268840746,-0.130251584,-0.292037947,-0.324964421,one_slight_minority,one_rare,medium_two,3
opportunity,macro,0,0,0.659,0.507980071,-0.229165294,-0.347747032,0.636483487,0.494044075,-0.142439412,-0.223791214,-0.414223754,-0.469087827,-0.211046214,-0.560648921,-0.590942659,one_slight_minority,one_rare,high_two,3
opportunity,macro,0,0,0.863,0.753060347,-0.127392414,-0.147615775,0.829497923,0.722856338,-0.106641585,-0.128561606,-0.266666667,-0.285714286,-0.156154677,-0.243342986,-0.314133023,one_slight_minority,two_rare,low_one,3
opportunity,macro,0,0,0.852,0.69919573,-0.179347734,-0.210502036,0.81177792,0.669696329,-0.142081591,-0.175025198,-0.34569378,-0.35373317,-0.209633939,-0.323783838,-0.416859602,one_slight_minority,two_rare,medium_one,3
opportunity,macro,0,0,0.815,0.515287783,-0.367745052,-0.451220923,0.752821627,0.49282745,-0.259994177,-0.345359601,-0.556220096,-0.569155447,-0.387258109,-0.590830463,-0.715167716,one_slight_minority,two_rare,high_one,3
opportunity,macro,0,0,0.83,0.753060347,-0.092698378,-0.111684792,0.796746286,0.722856338,-0.073889948,-0.09273962,-0.266666667,-0.285714286,-0.105588171,-0.22575265,-0.314221834,one_slight_minority,two_rare,low_two,3
opportunity,macro,0,0,0.772,0.676002654,-0.124348894,-0.161073697,0.747734954,0.652414602,-0.095320352,-0.127478796,-0.313466438,-0.335856898,-0.136177223,-0.333135796,-0.403885401,one_slight_minority,two_rare,medium_two,3
opportunity,macro,0,0,0.66,0.4932943,-0.252584393,-0.382703626,0.61927971,0.464866799,-0.154412912,-0.249342759,-0.581937469,-0.623504431,-0.225219891,-0.615227725,-0.750326769,one_slight_minority,two_rare,high_two,3
opportunity,macro,0,0,0.884,0.792886481,-0.103069592,-0.116594561,0.860690756,0.792264185,-0.06842657,-0.079501923,-0.145238095,-0.158441558,-0.102345863,-0.154256208,-0.179951248,one_strong_minority,balanced,low_one,3
opportunity,macro,0,0,0.876,0.708981062,-0.190660888,-0.217649416,0.832666672,0.708191936,-0.124474737,-0.149489274,-0.259523809,-0.283116883,-0.186481484,-0.281215287,-0.324424981,one_strong_minority,balanced,medium_one,3
opportunity,macro,0,0,0.857,0.519355638,-0.393984087,-0.459724722,0.770035158,0.520297391,-0.249737767,-0.324319954,-0.415277778,-0.467918623,-0.374798786,-0.562266267,-0.590494167,one_strong_minority,balanced,high_one,3
opportunity,macro,0,0,0.835,0.77884341,-0.067253401,-0.080542995,0.824023657,0.778582671,-0.045440986,-0.055145244,-0.145409547,-0.163841743,-0.068158779,-0.173761276,-0.19202248,one_strong_minority,balanced,low_two,3
opportunity,macro,0,0,0.783,0.674417172,-0.138675387,-0.177107774,0.763293521,0.674353292,-0.08894023,-0.116521662,-0.239035088,-0.26076555,-0.133914598,-0.330176246,-0.339639621,one_strong_minority,balanced,medium_two,3
opportunity,macro,0,0,0.675,0.489025513,-0.275517758,-0.408174457,0.634407195,0.488286361,-0.146120834,-0.230326572,-0.476152482,-0.536509839,-0.219108223,-0.609213276,-0.65462764,one_strong_minority,balanced,high_two,3
opportunity,macro,0,0,0.883,0.798412879,-0.095795154,-0.108488283,0.85847851,0.786616162,-0.071862348,-0.083708965,-0.229591836,-0.234375,-0.103822294,-0.187034493,-0.265177782,one_strong_minority,one_rare,low_one,3
opportunity,macro,0,0,0.879,0.755996213,-0.139936049,-0.159199145,0.84921925,0.758838385,-0.090380865,-0.106428187,-0.229591835,-0.234374998,-0.13525511,-0.234394273,-0.28749737,one_strong_minority,one_rare,medium_one,3
opportunity,macro,0,0,0.862,0.590829545,-0.314582894,-0.364945353,0.784404436,0.564393939,-0.220010496,-0.280480943,-0.479591837,-0.489583333,-0.322872696,-0.515382509,-0.613987378,one_strong_minority,one_rare,high_one,3
opportunity,macro,0,0,0.837,0.782175893,-0.065500726,-0.078256542,0.827021142,0.776482233,-0.050538909,-0.061109573,-0.154990561,-0.1687675,-0.072523858,-0.142557856,-0.160391674,one_strong_minority,one_rare,low_two,3
opportunity,macro,0,0,0.785,0.689233092,-0.121996061,-0.155408995,0.786734603,0.716938424,-0.06979618,-0.088716296,-0.231529292,-0.258929208,-0.109248013,-0.242703343,-0.299428877,one_strong_minority,one_rare,medium_two,3
opportunity,macro,0,0,0.682,0.503004491,-0.262456758,-0.384833956,0.661029826,0.524106239,-0.136923586,-0.207136775,-0.414735376,-0.463816486,-0.207706671,-0.532380691,-0.582385365,one_strong_minority,one_rare,high_two,3
opportunity,macro,0,0,0.877,0.766517858,-0.125977357,-0.143645789,0.834669574,0.720238096,-0.114431479,-0.137097939,-0.31377551,-0.33423913,-0.163796592,-0.25571221,-0.349353366,one_strong_minority,two_rare,low_one,3
opportunity,macro,0,0,0.871,0.708732143,-0.18630064,-0.213892812,0.826733066,0.696428572,-0.130304495,-0.157613745,-0.31377551,-0.33423913,-0.192606999,-0.299007935,-0.38024716,one_strong_minority,two_rare,medium_one,3
opportunity,macro,0,0,0.854,0.53852381,-0.369410059,-0.432564472,0.766547881,0.515873016,-0.250674865,-0.327017883,-0.479591837,-0.489583333,-0.371644935,-0.567363743,-0.644970531,one_strong_minority,two_rare,high_one,3
opportunity,macro,0,0,0.84,0.766517857,-0.087478742,-0.104141359,0.798655788,0.720238096,-0.078417691,-0.098187095,-0.313775509,-0.334239129,-0.11180292,-0.236337126,-0.349432141,one_strong_minority,two_rare,low_two,3
opportunity,macro,0,0,0.783,0.686203434,-0.123622689,-0.157883383,0.762052474,0.683553216,-0.078499259,-0.103010306,-0.334379906,-0.356187291,-0.115821305,-0.30154941,-0.410556107,one_strong_minority,two_rare,medium_two,3
opportunity,macro,0,0,0.68,0.494562809,-0.272701752,-0.401031988,0.635847628,0.486965933,-0.148881696,-0.234146813,-0.558944308,-0.595397198,-0.219892766,-0.59628766,-0.727204275,one_strong_minority,two_rare,high_two,3
opportunity,macro,0,0,0.882,0.83607273,-0.052071735,-0.059038248,0.878937552,0.835646517,-0.043291035,-0.049253823,-0.099706745,-0.104454685,-0.064917247,-0.117623051,-0.131159215,two_slight_minorities,balanced,low_one,3
opportunity,macro,0,0,0.863,0.736707373,-0.146341398,-0.169572883,0.846292451,0.737711214,-0.108581237,-0.128302264,-0.2771261,-0.290322581,-0.163248718,-0.264706103,-0.334538668,two_slight_minorities,balanced,medium_one,3
opportunity,macro,0,0,0.822,0.529633912,-0.355676507,-0.43269648,0.77762735,0.531715912,-0.245911438,-0.316233011,-0.519061584,-0.543778802,-0.369366905,-0.573219295,-0.673557724,two_slight_minorities,balanced,high_one,3
opportunity,macro,0,0,0.862,0.80238593,-0.069157854,-0.080229529,0.844856189,0.801700851,-0.043155337,-0.051080099,-0.175469902,-0.198016314,-0.064751262,-0.128449075,-0.185718637,two_slight_minorities,balanced,low_two,3
opportunity,macro,0,0,0.82,0.678035399,-0.173127562,-0.211131173,0.774138922,0.677735751,-0.096403171,-0.12452955,-0.270102655,-0.304808582,-0.144453155,-0.314240544,-0.355008513,two_slight_minorities,balanced,medium_two,3
opportunity,macro,0,0,0.737,0.473323964,-0.357769384,-0.485440142,0.635003795,0.471907558,-0.163096237,-0.256842932,-0.529953003,-0.598047523,-0.244290379,-0.622233233,-0.699232295,two_slight_minorities,balanced,high_two,3
opportunity,macro,0,0,0.869,0.784153611,-0.097636811,-0.112355364,0.860881971,0.772705019,-0.088176953,-0.102426297,-0.263157894,-0.263157894,-0.126879475,-0.223203108,-0.307693601,two_slight_minorities,one_rare,low_one,3
opportunity,macro,0,0,0.856,0.718839657,-0.160234045,-0.187189305,0.835708572,0.697184823,-0.13852375,-0.165756048,-0.368421053,-0.368421053,-0.199779961,-0.33276353,-0.441329686,two_slight_minorities,one_rare,medium_one,3
opportunity,macro,0,0,0.819,0.534519584,-0.347350935,-0.424115916,0.771639485,0.50497756,-0.266661925,-0.345578382,-0.578947368,-0.578947368,-0.389974412,-0.617845763,-0.742191233,two_slight_minorities,one_rare,high_one,3
opportunity,macro,0,0,0.847,0.759736574,-0.103026478,-0.121636927,0.824772793,0.75557005,-0.069202743,-0.08390522,-0.170562961,-0.185394522,-0.100417135,-0.186649199,-0.195490368,two_slight_minorities,one_rare,low_two,3
opportunity,macro,0,0,0.807,0.664070396,-0.177112273,-0.219469979,0.759595231,0.66208561,-0.097509621,-0.128370502,-0.282319075,-0.320938194,-0.143441562,-0.328550195,-0.364978579,two_slight_minorities,one_rare,medium_two,3
opportunity,macro,0,0,0.727,0.465231419,-0.360066824,-0.495277613,0.630561972,0.476616135,-0.153945837,-0.244140693,-0.534695567,-0.607837885,-0.231672589,-0.612914929,-0.691241074,two_slight_minorities,one_rare,high_two,3
opportunity,macro,0,0,0.86,0.752427288,-0.125084548,-0.145447149,0.843031905,0.722856338,-0.120175567,-0.142551624,-0.263157895,-0.263157895,-0.173960477,-0.287605679,-0.325073084,two_slight_minorities,two_rare,low_one,3
opportunity,macro,0,0,0.849,0.698578525,-0.177174883,-0.208686552,0.825311902,0.669696329,-0.155615573,-0.188553652,-0.368421053,-0.368421053,-0.227487793,-0.369146835,-0.449420868,two_slight_minorities,two_rare,medium_one,3
opportunity,macro,0,0,0.812,0.514818749,-0.365986763,-0.450722614,0.766355609,0.49282745,-0.273528159,-0.356920672,-0.578947368,-0.578947368,-0.405597571,-0.637329198,-0.747235437,two_slight_minorities,two_rare,high_one,3
opportunity,macro,0,0,0.841,0.752427288,-0.105318326,-0.125229876,0.804689885,0.722856338,-0.081833547,-0.101695757,-0.230392157,-0.256830601,-0.118592416,-0.234353032,-0.280989843,two_slight_minorities,two_rare,low_two,3
opportunity,macro,0,0,0.808,0.698578525,-0.135422618,-0.16760225,0.758183582,0.669696329,-0.088487253,-0.116709535,-0.241148325,-0.276315789,-0.129445841,-0.313315794,-0.330984424,two_slight_minorities,two_rare,medium_two,3
opportunity,macro,0,0,0.731,0.476428853,-0.348250543,-0.476402931,0.624877989,0.465892743,-0.158985246,-0.254426062,-0.509237257,-0.56767432,-0.232708014,-0.624726018,-0.690249595,two_slight_minorities,two_rare,high_two,3
opportunity,macro,0,0,0.878,0.792756103,-0.09708872,-0.110579408,0.866237214,0.792264186,-0.073973028,-0.085395809,-0.172413792,-0.172413792,-0.11151558,-0.199201246,-0.223599345,two_strong_minorities,balanced,low_one,3
opportunity,macro,0,0,0.87,0.709607335,-0.184359386,-0.21190734,0.83821313,0.708191936,-0.130021195,-0.155117105,-0.310344828,-0.310344828,-0.196268114,-0.327893067,-0.38579019,two_strong_minorities,balanced,medium_one,3
opportunity,macro,0,0,0.851,0.518922961,-0.390219787,-0.458542641,0.775581616,0.520297391,-0.255284225,-0.32915198,-0.482758621,-0.482758621,-0.383116037,-0.604885016,-0.652240105,two_strong_minorities,balanced,high_one,3
opportunity,macro,0,0,0.867,0.774014935,-0.107249209,-0.12370151,0.82871836,0.77429484,-0.05442352,-0.065671913,-0.171536851,-0.193581747,-0.08166321,-0.162813647,-0.203287095,two_strong_minorities,balanced,low_two,3
opportunity,macro,0,0,0.85,0.677526178,-0.202910379,-0.238718092,0.771722432,0.677488808,-0.094233624,-0.122108183,-0.221057021,-0.249465956,-0.141073803,-0.307798121,-0.319129455,two_strong_minorities,balanced,medium_two,3
opportunity,macro,0,0,0.81,0.47938029,-0.408172482,-0.503916644,0.634845065,0.482001175,-0.15284389,-0.240757782,-0.616890225,-0.69616929,-0.230307244,-0.602721914,-0.745800927,two_strong_minorities,balanced,high_two,3
opportunity,macro,0,0,0.88,0.798560606,-0.092544766,-0.105164507,0.864992478,0.786616162,-0.078376317,-0.090609246,-0.25,-0.25,-0.112694899,-0.191622962,-0.275137151,two_strong_minorities,one_rare,low_one,3
opportunity,macro,0,0,0.876,0.757893939,-0.13482427,-0.153908984,0.855733219,0.758838384,-0.096894835,-0.11323019,-0.25,-0.25,-0.144167709,-0.239347778,-0.289662671,two_strong_minorities,one_rare,medium_one,3
opportunity,macro,0,0,0.859,0.589227273,-0.314054397,-0.365604653,0.790918404,0.564393939,-0.226524465,-0.28640687,-0.5,-0.5,-0.331509669,-0.51903259,-0.635181549,two_strong_minorities,one_rare,high_one,3
opportunity,macro,0,0,0.868,0.750432281,-0.13544668,-0.156044563,0.822658886,0.757607817,-0.065051069,-0.079074171,-0.194374588,-0.219077712,-0.098494953,-0.198913202,-0.23573903,two_strong_minorities,one_rare,low_two,3
opportunity,macro,0,0,0.854,0.669874275,-0.215603894,-0.252463576,0.783070696,0.699872981,-0.083197715,-0.106245471,-0.309675895,-0.349032697,-0.131871276,-0.29425222,-0.371714158,two_strong_minorities,one_rare,medium_two,3
opportunity,macro,0,0,0.816,0.456975183,-0.439981393,-0.539192884,0.655810919,0.500070472,-0.155740447,-0.237477667,-0.570928761,-0.643488269,-0.238587977,-0.599897317,-0.713982792,two_strong_minorities,one_rare,high_two,3
opportunity,macro,0,0,0.875,0.765500001,-0.125142857,-0.143020407,0.821483226,0.720238096,-0.101245131,-0.123246741,-0.252777778,-0.287974683,-0.148657012,-0.236510038,-0.296206518,two_strong_minorities,two_rare,low_one,3
opportunity,macro,0,0,0.869,0.7085,-0.184695052,-0.212537459,0.813546718,0.696428571,-0.117118147,-0.143959952,-0.252777778,-0.287974684,-0.177728973,-0.279600035,-0.329241196,two_strong_minorities,two_rare,medium_one,3
opportunity,macro,0,0,0.852,0.538,-0.368544601,-0.432564086,0.753361533,0.515873016,-0.237488517,-0.315238444,-0.5,-0.5,-0.358458072,-0.546623063,-0.643377062,two_strong_minorities,two_rare,high_one,3
opportunity,macro,0,0,0.866,0.760123377,-0.12225938,-0.141177114,0.779711074,0.703643579,-0.076067496,-0.097558568,-0.335750361,-0.382500411,-0.107490242,-0.259198233,-0.370683953,two_strong_minorities,two_rare,low_two,3
opportunity,macro,0,0,0.848,0.68596962,-0.191073561,-0.225322596,0.748895992,0.665400844,-0.083495148,-0.11149098,-0.377777778,-0.430379747,-0.120686597,-0.323354572,-0.447521446,two_strong_minorities,two_rare,medium_two,3
opportunity,macro,0,0,0.811,0.471557737,-0.418547796,-0.516088528,0.620356376,0.454502707,-0.165853669,-0.267352244,-0.67360142,-0.767394023,-0.242179784,-0.640709667,-0.82667835,two_strong_minorities,two_rare,high_two,3
strict,micro,0,0,0.879,0.822392693,-0.064399666,-0.073264694,0.879806777,0.822124059,-0.057682718,-0.065562939,-0.114830507,-0.125638084,-0.086662785,-0.129613279,-0.137774454,no_minority,balanced,low_one,3
strict,micro,0,0,0.846,0.725433833,-0.1425132,-0.168455319,0.846935615,0.725779841,-0.121155774,-0.143051929,-0.261243395,-0.276030757,-0.182200527,-0.275114133,-0.335710413,no_minority,balanced,medium_one,3
strict,micro,0,0,0.776,0.518726363,-0.331538192,-0.427239938,0.778103887,0.519284672,-0.258819215,-0.332628096,-0.483465609,-0.510831587,-0.388648798,-0.584804526,-0.639913314,no_minority,balanced,high_one,3
strict,micro,0,0,0.846,0.788611058,-0.067835629,-0.080183958,0.845591654,0.788249984,-0.05734167,-0.067812483,-0.18150995,-0.202253945,-0.08622173,-0.177995092,-0.230506613,no_minority,balanced,low_two,3
strict,micro,0,0,0.775,0.672177219,-0.132674556,-0.171192976,0.774499552,0.67195899,-0.102540562,-0.132395895,-0.291196323,-0.324475903,-0.154217677,-0.352830744,-0.377958189,no_minority,balanced,medium_two,3
strict,micro,0,0,0.639,0.477493724,-0.252748476,-0.39553752,0.638872907,0.477394456,-0.16147845,-0.252755202,-0.515082956,-0.57394958,-0.242571582,-0.644420049,-0.661495798,no_minority,balanced,high_two,3
strict,micro,0,0,0.859,0.789780453,-0.080581545,-0.09380855,0.864737456,0.798814225,-0.065923231,-0.076234967,-0.182133444,-0.182133444,-0.100480617,-0.189790098,-0.230830619,no_minority,one_rare,low_one,3
strict,micro,0,0,0.834,0.717500425,-0.13968774,-0.167491295,0.836671393,0.719141597,-0.117529796,-0.140473066,-0.277777799,-0.277777799,-0.17634737,-0.306643461,-0.364530946,no_minority,one_rare,medium_one,3
strict,micro,0,0,0.77,0.59171406,-0.231540182,-0.300701536,0.773354259,0.429112577,-0.344241681,-0.445128061,-0.999999999,-0.999999999,-0.487414916,-0.716559608,-0.948630138,no_minority,one_rare,high_one,3
strict,micro,0,0,0.821,0.766352148,-0.066562548,-0.081074967,0.830127669,0.777833694,-0.052293975,-0.062995099,-0.147124856,-0.166741504,-0.083100997,-0.144775697,-0.207767306,no_minority,one_rare,low_two,3
strict,micro,0,0,0.763,0.697904715,-0.085314921,-0.1118151,0.770842987,0.509614364,-0.261228623,-0.338886942,-0.868421052,-0.999999999,-0.337465136,-0.475702416,-0.755060728,no_minority,one_rare,medium_two,3
strict,micro,0,0,0.634,0.553846063,-0.126425768,-0.199409729,0.646133084,0.398243846,-0.247889237,-0.383650433,-0.807692249,-0.999999927,-0.34881489,-0.681046718,-0.755060709,no_minority,one_rare,high_two,3
strict,micro,0,0,0.851,0.812327833,-0.045443205,-0.053399771,0.845992169,0.577201514,-0.268790655,-0.317722392,-0.918918919,-1,-0.391368605,-0.455547677,-0.857485472,no_minority,two_rare,low_one,3
