slack,micro_loss,macro_loss,setup
0.0,0.3093406435677635,0.4017629486484219,odds macro
0.001,0.3059950591162718,0.3967116640902445,odds macro
0.002,0.3026494756615816,0.39166038074928233,odds macro
0.003,0.299303891927465,0.3866090969836916,odds macro
0.004,0.2959583071844769,0.38155781179609394,odds macro
0.005,0.29261272268802496,0.376506526885241,odds macro
0.006,0.2892671386093969,0.3714552427524388,odds macro
0.007,0.28592155469483993,0.3664039589316105,odds macro
0.008,0.2825759633932834,0.3613526639583454,odds macro
0.009000000000000001,0.27923038900231933,0.35630139352370527,odds macro
0.01,0.27709273328372475,0.3529902119540883,odds macro
0.011,0.27627596526980513,0.35158185851800383,odds macro
0.012,0.2754591972533187,0.3501735050784377,odds macro
0.013000000000000001,0.27464242920591797,0.3487651516392557,odds macro
0.014,0.27382565866059816,0.3473567952864609,odds macro
0.015,0.27300889320777855,0.34594844475100284,odds macro
0.016,0.2721807598188529,0.34479295888517936,odds macro
0.017,0.271819158311722,0.34417849292578295,odds macro
0.018000000000000002,0.2715445383694166,0.34364127945515477,odds macro
0.019,0.2712699195363242,0.343104067242577,odds macro
0.02,0.2709953001275267,0.3425668542653296,odds macro
0.021,0.2707206805844953,0.34202964121896084,odds macro
0.022,0.2704460611823247,0.3414924282910369,odds macro
0.023,0.270171442488931,0.34095521610146406,odds macro
0.024,0.2698968231852841,0.3404180032871803,odds macro
0.025,0.2696557284260339,0.3399245313813145,odds macro
0.026000000000000002,0.26948543422894056,0.33952343598241197,odds macro
0.027,0.26931514003352774,0.3391223405823526,odds macro
0.028,0.26914484584234344,0.33872124518073843,odds macro
0.029,0.26897455119154134,0.33832014881709516,odds macro
0.03,0.26880425726028423,0.33791905387072263,odds macro
0.031,0.26863396318728394,0.33751795870629375,odds macro
0.032,0.26846366908857944,0.3371168634609474,odds macro
0.033,0.2682933749316805,0.3367157680353996,odds macro
0.034,0.26812308077657576,0.33631467260939896,odds macro
0.035,0.26795278661309785,0.3359135771673937,odds macro
0.036000000000000004,0.2677824924270302,0.3355124817137445,odds macro
0.037,0.2676121982159593,0.3351113862585039,odds macro
0.038,0.26744190398890444,0.33471029082028003,odds macro
0.039,0.26727160976412045,0.33430919542147397,odds macro
0.04,0.26710131556239924,0.3339081000795049,odds macro
0.041,0.26693102139333913,0.333507004794947,odds macro
0.042,0.2667607272340229,0.3331059095393415,odds macro
0.043000000000000003,0.2665904330126644,0.33270481425899046,odds macro
0.044,0.2664201386363363,0.33230371885033927,odds macro
0.045,0.26624984405072416,0.33190262333958576,odds macro
0.046,0.26607955034238717,0.331501527943293,odds macro
0.047,0.2659092561479055,0.3311004325412178,odds macro
0.048,0.2657389619532641,0.3306993371390853,odds macro
0.049,0.26556866775849675,0.3302982417367861,odds macro
0.05,0.265398373564095,0.32989714633428535,odds macro
0.051000000000000004,0.26522807937083726,0.32949605093241363,odds macro
0.052000000000000005,0.2650577851571435,0.32909495550527035,odds macro
0.053,0.26488749099816333,0.32869386003467527,odds macro
0.054,0.264717196791994,0.32829276461735446,odds macro
0.055,0.2645235543168768,0.32795415969280395,odds macro
0.056,0.26432510399930265,0.3276284216646963,odds macro
0.057,0.2641266536946879,0.3273026836188664,odds macro
0.058,0.2639282034693232,0.3269769455798016,odds macro
0.059000000000000004,0.2637297532657471,0.3266512075448116,odds macro
0.06,0.2635313031067268,0.32632546952754604,odds macro
0.061,0.26333285282690977,0.3259997314735692,odds macro
0.062,0.2632082980630549,0.32575951767869105,odds macro
0.063,0.263106246083071,0.32554534789886536,odds macro
0.064,0.26300419418995724,0.3253311783088245,odds macro
0.065,0.2629021422757909,0.3251170086877805,odds macro
0.066,0.26278219361075494,0.32499474818274043,odds macro
0.067,0.26266165720555856,0.324875504817419,odds macro
0.068,0.26254112085970027,0.3247562614555478,odds macro
0.069,0.2624205845426517,0.3246370181108539,odds macro
0.07,0.2623000485084659,0.32451777490249656,odds macro
0.07100000000000001,0.26217951252416394,0.32439853193207,odds macro
0.07200000000000001,0.26205897563435665,0.3242792882410912,odds macro
0.073,0.26192572423439386,0.32419407554573976,odds macro
0.074,0.26178939802235845,0.32411709223129626,odds macro
0.075,0.26165307195496557,0.32404010882239376,odds macro
0.076,0.26151674588988416,0.3239631254202947,odds macro
0.077,0.261380419825719,0.32388614202253707,odds macro
0.078,0.2612440937855619,0.3238091586454246,odds macro
0.079,0.2611077681332441,0.3237321759545001,odds macro
0.08,0.2610079576444061,0.32367581244948773,odds macro
0.081,0.26100795757743933,0.3236758124158229,odds macro
0.082,0.26100795755984385,0.32367581240343435,odds macro
0.083,0.2610079614634434,0.3236758147994946,odds macro
0.084,0.2610079575600711,0.3236758124036113,odds macro
0.085,0.2610079599711743,0.32367581421899383,odds macro
0.08600000000000001,0.2610079593039498,0.32367581378397325,odds macro
0.08700000000000001,0.2610079589230554,0.3236758135246848,odds macro
0.088,0.261007958688648,0.3236758133619103,odds macro
0.089,0.26100795850010794,0.32367581322289674,odds macro
0.09,0.26100795835502144,0.3236758131113727,odds macro
0.091,0.2610079582418,0.3236758130210662,odds macro
0.092,0.26100795815113154,0.32367581294621406,odds macro
0.093,0.2610079580765017,0.32367581288262126,odds macro
0.094,0.2610079580134095,0.3236758128273518,odds macro
0.095,0.261007957958893,0.32367581277845725,odds macro
0.096,0.26100795791102105,0.32367581273467827,odds macro
0.097,0.26100795786847775,0.32367581269518775,odds macro
0.098,0.2610079578304252,0.3236758126594713,odds macro
0.099,0.26100795779626873,0.3236758126271714,odds macro
0.1,0.261007957765509,0.32367581259792344,odds macro
0.101,0.2610079577378478,0.32367581257154965,odds macro
0.10200000000000001,0.26100795771305774,0.32367581254788613,odds macro
0.10300000000000001,0.2610079576913438,0.32367581252720756,odds macro
0.10400000000000001,0.2610079576756169,0.323675812512615,odds macro
0.105,0.26100795766133555,0.32367581249933375,odds macro
0.106,0.2610079576484575,0.3236758124873377,odds macro
0.107,0.26100795763685025,0.3236758124764956,odds macro
0.108,0.26100795762643536,0.3236758124667404,odds macro
0.109,0.2610079576171235,0.3236758124580047,odds macro
0.11,0.26100795760885487,0.32367581245022514,odds macro
0.111,0.2610079576015374,0.323675812443332,odds macro
0.112,0.2610079575951091,0.3236758124372585,odds macro
0.113,0.26100795758927364,0.3236758124317691,odds macro
0.114,0.2610079575838471,0.32367581242671317,odds macro
0.115,0.2610079575792995,0.3236758124224458,odds macro
0.116,0.26100795757549977,0.32367581241886256,odds macro
0.117,0.26100795757234385,0.3236758124158646,odds macro
0.11800000000000001,0.2610079575697346,0.32367581241337007,odds macro
0.11900000000000001,0.2610079575675901,0.32367581241130605,odds macro
0.12,0.26100795756583894,0.3236758124096074,odds macro
0.121,0.2610079575644191,0.32367581240821997,odds macro
0.122,0.26100795756327455,0.3236758124070912,odds macro
0.123,0.2610079575623565,0.3236758124061817,odds macro
0.124,0.261007957561629,0.32367581240545584,odds macro
0.125,0.2610079575610609,0.3236758124048813,odds macro
0.126,0.26100795756061157,0.32367581240442933,odds macro
0.127,0.26100795756027306,0.3236758124040796,odds macro
0.128,0.26100795756005757,0.32367581240384713,odds macro
0.129,0.2610079575599292,0.32367581240368937,odds macro
0.13,0.2610079575598465,0.32367581240359067,odds macro
0.131,0.2610079575597952,0.32367581240352716,odds macro
0.132,0.26100795755977235,0.32367581240348364,odds macro
0.133,0.2610079575597746,0.32367581240348076,odds macro
0.134,0.2610079575597781,0.3236758124034842,odds macro
0.135,0.261007957559778,0.32367581240345,odds macro
0.136,0.26100795755916184,0.32367581240350374,odds macro
0.137,0.26100795756002415,0.32367581240351584,odds macro
0.138,0.26100796030710005,0.32367581459426287,odds macro
0.139,0.2610079605442541,0.32367581481870833,odds macro
0.14,0.2610079607834832,0.323675815020553,odds macro
0.14100000000000001,0.26100796101181345,0.3236758151986193,odds macro
0.14200000000000002,0.26100796117969205,0.32367581532977063,odds macro
0.14300000000000002,0.26100796130965964,0.32367581542959245,odds macro
0.14400000000000002,0.261007961441713,0.32367581552893177,odds macro
0.145,0.2610079615614437,0.3236758156153777,odds macro
0.146,0.2610079616619694,0.32367581568375137,odds macro
0.147,0.26100796175430263,0.32367581574136384,odds macro
0.148,0.2610079619058797,0.32367581582445215,odds macro
0.149,0.26100796203010324,0.32367581588854266,odds macro
0.15,0.26100795755835415,0.32367581240359167,odds macro
0.0,0.3093406435413324,0.4017629488845019,odds micro
0.001,0.3059950596107003,0.3967116648666451,odds micro
0.002,0.3026494757665501,0.3916603809227208,odds micro
0.003,0.29930389194348106,0.3866090970094356,odds micro
0.004,0.29595830812078827,0.3815578130964008,odds micro
0.005,0.2926127242984232,0.37650652918354444,odds micro
0.006,0.2892671404773631,0.3714552452726556,odds micro
0.007,0.285921556658731,0.36640396136477904,odds micro
0.008,0.28257597285320424,0.3613526774686946,odds micro
0.009000000000000001,0.27923039058652654,0.35630139585999554,odds micro
0.01,0.27707978742676564,0.35327824258756746,odds micro
0.011,0.27623591727890096,0.35247288608810345,odds micro
0.012,0.2753920516065804,0.351667534713464,odds micro
0.013000000000000001,0.2745481760880347,0.35086217194144786,odds micro
0.014,0.2737043056538394,0.3500568150237159,odds micro
0.015,0.2728604352214562,0.34925145807491786,odds micro
0.016,0.2720165647874806,0.34844610114679087,odds micro
0.017,0.2713021380374325,0.3478604257639294,odds micro
0.018000000000000002,0.270879453935428,0.3477699211782169,odds micro
0.019,0.27045678460793543,0.34767942320440925,odds micro
0.02,0.27003411027538804,0.34758893036713356,odds micro
0.021,0.2697612885145225,0.347671805188699,odds micro
0.022,0.2694909445990381,0.34775767108434275,odds micro
